Willie Reed,PF,mia,http://www.basketball-reference.com/players/r/reedwi02/gamelog/
Josh Richardson,SG,mia,http://www.basketball-reference.com/players/r/richajo01/gamelog/
Austin Rivers,PG,lac,http://www.basketball-reference.com/players/r/riverau01/gamelog/
Andre Roberson,SG,okc,http://www.basketball-reference.com/players/r/roberan03/gamelog/
Brian Roberts,PG,cha,http://www.basketball-reference.com/players/r/roberbr01/gamelog/
Thomas Robinson,PF,lal,http://www.basketball-reference.com/players/r/robinth01/gamelog/
Rajon Rondo,PG,chi,http://www.basketball-reference.com/players/r/rondora01/gamelog/
Derrick Rose,PG,nyk,http://www.basketball-reference.com/players/r/rosede01/gamelog/
Terrence Ross,SF,tor,http://www.basketball-reference.com/players/r/rosste01/gamelog/
Terry Rozier,PG,bos,http://www.basketball-reference.com/players/r/roziete01/gamelog/
Ricky Rubio,PG,min,http://www.basketball-reference.com/players/r/rubiori01/gamelog/
Damjan Rudez,SF,orl,http://www.basketball-reference.com/players/r/rudezda01/gamelog/
Brandon Rush,SG,min,http://www.basketball-reference.com/players/r/rushbr01/gamelog/
D'Angelo Russell,PG,lal,http://www.basketball-reference.com/players/r/russeda01/gamelog/
Robert Sacre,C,nor,http://www.basketball-reference.com/players/s/sacrero01/gamelog/
JaKarr Sampson,SG,den,http://www.basketball-reference.com/players/s/sampsja02/gamelog/
Dennis Schroder,PG,atl,http://www.basketball-reference.com/players/s/schrode01/gamelog/
Luis Scola,PF,bkn,http://www.basketball-reference.com/players/s/scolalu01/gamelog/
Mike Scott,PF,atl,http://www.basketball-reference.com/players/s/scottmi01/gamelog/
Thabo Sefolosha,SF,atl,http://www.basketball-reference.com/players/s/sefolth01/gamelog/
Kevin Seraphin,C,ind,http://www.basketball-reference.com/players/s/serapke01/gamelog/
Ramon Sessions,PG,cha,http://www.basketball-reference.com/players/s/sessira01/gamelog/
Iman Shumpert,SG,cle,http://www.basketball-reference.com/players/s/shumpim01/gamelog/
Jonathon Simmons,SG,sas,http://www.basketball-reference.com/players/s/simmojo02/gamelog/
Henry Sims,C,uth,http://www.basketball-reference.com/players/s/simshe01/gamelog/
Kyle Singler,SF,okc,http://www.basketball-reference.com/players/s/singlky01/gamelog/
Marcus Smart,PG,bos,http://www.basketball-reference.com/players/s/smartma01/gamelog/
Ish Smith,PG,det,http://www.basketball-reference.com/players/s/smithis01/gamelog/
J.R. Smith,SG,cle,http://www.basketball-reference.com/players/s/smithjr01/gamelog/
Jason Smith,PF,was,http://www.basketball-reference.com/players/s/smithja02/gamelog/
Tony Snell,SF,mil,http://www.basketball-reference.com/players/s/snellto01/gamelog/
Marreese Speights,C,lac,http://www.basketball-reference.com/players/s/speigma01/gamelog/
Tiago Splitter,C,atl,http://www.basketball-reference.com/players/s/splitti01/gamelog/
Nik Stauskas,SG,phi,http://www.basketball-reference.com/players/s/stausni01/gamelog/
D.J. Stephens,SG,mem,http://www.basketball-reference.com/players/s/stephdj01/gamelog/
Lance Stephenson,SG,nor,http://www.basketball-reference.com/players/s/stephla01/gamelog/
Greg Stiemsma,C,por,http://www.basketball-reference.com/players/s/stiemgr01/gamelog/
Jarnell Stokes,PF,den,http://www.basketball-reference.com/players/s/stokeja01/gamelog/
Julyan Stone,PG,ind,http://www.basketball-reference.com/players/s/stoneju01/gamelog/
Rodney Stuckey,PG,ind,http://www.basketball-reference.com/players/s/stuckro01/gamelog/
Jared Sullinger,C,tor,http://www.basketball-reference.com/players/s/sullija01/gamelog/
Walter Tavares,C,atl,http://www.basketball-reference.com/players/t/tavarwa01/gamelog/
Jeff Teague,PG,ind,http://www.basketball-reference.com/players/t/teaguje01/gamelog/
Mirza Teletovic,PF,mil,http://www.basketball-reference.com/players/t/teletmi01/gamelog/
Garrett Temple,SG,sac,http://www.basketball-reference.com/players/t/templga01/gamelog/
Jason Terry,SG,mil,http://www.basketball-reference.com/players/t/terryja01/gamelog/
Isaiah Thomas,PG,bos,http://www.basketball-reference.com/players/t/thomais02/gamelog/
Lance Thomas,SF,nyk,http://www.basketball-reference.com/players/t/thomala01/gamelog/
Hollis Thompson,SG,phi,http://www.basketball-reference.com/players/t/thompho01/gamelog/
Klay Thompson,SG,gsw,http://www.basketball-reference.com/players/t/thompkl01/gamelog/
Tristan Thompson,C,cle,http://www.basketball-reference.com/players/t/thomptr01/gamelog/
Marcus Thornton,SF,was,http://www.basketball-reference.com/players/t/thornma01/gamelog/
Anthony Tolliver,PF,sac,http://www.basketball-reference.com/players/t/tollian01/gamelog/
Axel Toupane,SG,den,http://www.basketball-reference.com/players/t/toupaax01/gamelog/
Karl-Anthony Towns,PF,min,http://www.basketball-reference.com/players/t/townska01/gamelog/
P.J. Tucker,SF,pho,http://www.basketball-reference.com/players/t/tuckepj01/gamelog/
Evan Turner,SG,por,http://www.basketball-reference.com/players/t/turneev01/gamelog/
Myles Turner,PF,ind,http://www.basketball-reference.com/players/t/turnemy01/gamelog/
Beno Udrih,PG,mia,http://www.basketball-reference.com/players/u/udrihbe01/gamelog/
Jonas Valanciunas,C,tor,http://www.basketball-reference.com/players/v/valanjo01/gamelog/
Anderson Varejao,C,gsw,http://www.basketball-reference.com/players/v/varejan01/gamelog/
Greivis Vasquez,PG,bkn,http://www.basketball-reference.com/players/v/vasqugr01/gamelog/
Rashad Vaughn,SG,mil,http://www.basketball-reference.com/players/v/vaughra01/gamelog/
Noah Vonleh,PF,por,http://www.basketball-reference.com/players/v/vonleno01/gamelog/
Nikola Vucevic,C,orl,http://www.basketball-reference.com/players/v/vucevni01/gamelog/
Sasha Vujacic,SG,nyk,http://www.basketball-reference.com/players/v/vujacsa01/gamelog/
Dwyane Wade,SG,chi,http://www.basketball-reference.com/players/w/wadedw01/gamelog/
Dion Waiters,SG,mia,http://www.basketball-reference.com/players/w/waitedi01/gamelog/
Kemba Walker,PG,cha,http://www.basketball-reference.com/players/w/walkeke02/gamelog/
John Wall,PG,was,http://www.basketball-reference.com/players/w/walljo01/gamelog/
Casper Ware,PG,was,http://www.basketball-reference.com/players/w/wareca01/gamelog/
T.J. Warren,SF,pho,http://www.basketball-reference.com/players/w/warretj01/gamelog/
C.J. Watson,PG,orl,http://www.basketball-reference.com/players/w/watsocj01/gamelog/
Briante Weber,PG,mia,http://www.basketball-reference.com/players/w/weberbr01/gamelog/
David West,PF,gsw,http://www.basketball-reference.com/players/w/westda01/gamelog/
Russell Westbrook,PG,okc,http://www.basketball-reference.com/players/w/westbru01/gamelog/
Hassan Whiteside,C,mia,http://www.basketball-reference.com/players/w/whiteha01/gamelog/
Andrew Wiggins,SF,min,http://www.basketball-reference.com/players/w/wiggian01/gamelog/
C.J. Wilcox,SG,orl,http://www.basketball-reference.com/players/w/wilcocj01/gamelog/
Alan Williams,PF,pho,http://www.basketball-reference.com/players/w/willial03/gamelog/
Deron Williams,PG,dal,http://www.basketball-reference.com/players/w/willide01/gamelog/
Derrick Williams,PF,mia,http://www.basketball-reference.com/players/w/willide02/gamelog/
Elliot Williams,SG,gsw,http://www.basketball-reference.com/players/w/williel01/gamelog/
Marvin Williams,PF,cha,http://www.basketball-reference.com/players/w/willima02/gamelog/
Reggie Williams,SF,okc,http://www.basketball-reference.com/players/w/willire02/gamelog/
Justise Winslow,SF,mia,http://www.basketball-reference.com/players/w/winslju01/gamelog/
Jeff Withey,C,uth,http://www.basketball-reference.com/players/w/witheje01/gamelog/
Nate Wolters,PG,den,http://www.basketball-reference.com/players/w/woltena01/gamelog/
Christian Wood,PF,cha,http://www.basketball-reference.com/players/w/woodch01/gamelog/
Metta World Peace,SF,lal,http://www.basketball-reference.com/players/a/artesro01/gamelog/
Brandan Wright,PF,mem,http://www.basketball-reference.com/players/w/wrighbr03/gamelog/
Chris Wright,SF,okc,http://www.basketball-reference.com/players/w/wrighch01/gamelog/
Delon Wright,PG,tor,http://www.basketball-reference.com/players/w/wrighde01/gamelog/
James Young,SG,bos,http://www.basketball-reference.com/players/y/youngja01/gamelog/
Nick Young,SF,lal,http://www.basketball-reference.com/players/y/youngni01/gamelog/
Thaddeus Young,PF,ind,http://www.basketball-reference.com/players/y/youngth01/gamelog/
Cody Zeller,PF,cha,http://www.basketball-reference.com/players/z/zelleco01/gamelog/
Tyler Zeller,C,bos,http://www.basketball-reference.com/players/z/zellety01/gamelog/
